toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
4826.01,17683158,PC,09h02m53.28s,135.722015,-33d17m41.52s,-33.294867,-19.619,22.933,2459271.205,5.9730504,4.041,8220,13.7408,421.342,1262,12.8972,725.382,6137,4.2,1.41,2021-12-21 22:31,2025-02-04 12:03
4827.01,332630868,FP,09h07m46.48s,136.943663,-17d03m03.63s,-17.051007,8.908,-3.021,2458525.418,736.5601487,4.183,3600,13.9475,0.0558395,,12.3805,478.847,5895.4,,1.31,2021-12-21 22:31,2024-09-18 10:08
4828.01,291469139,PC,07h24m35.98s,111.14992,-48d37m11.69s,-48.619915,4.468,-18.01,2459265.675,19.0286016,3.938,8910,8.13514,13.7261,536,13.351,332.884,4733,4.5,0.81,2021-12-21 22:31,2024-08-22 10:08
4829.01,268439377,FP,07h47m20.63s,116.835959,-49d07m20.83s,-49.122453,1.335,2.225,2459279.26,0.9855374,1.18,3290,10.8393,1493.99,1732,13.1591,1007.8,6198.4,4.02,1.76,2021-12-21 22:31,2024-08-22 10:08
483.01,393414358,KP,06h17m20.73s,94.336356,-38d19m24.18s,-38.323383,-17.558,-27.297,2458469.697,4.3780807,5.3900978,7074.393139,15.1767346,1103.270751,1469.908413,10.439,290.684,5570,4.01069,1.79224,2019-02-22 14:51,2024-09-07 10:08
4830.01,1260235,PC,08h45m37.82s,131.407601,-26d30m10.99s,-26.503052,3.137,-2.713,2459275.293,7.6945481,3.436,3510,,87.6747,852,12.2452,2693.98,4875.8,,,2021-12-21 22:31,2024-08-22 10:08
4831.01,17896514,PC,09h04m52.72s,136.219646,-31d55m48.27s,-31.930076,-10.421,0.545,2459279.81,2.6375869,4.029,3610,16.5853,2389.95,1947,12.292,1142.11,6196,3.59,2.9,2021-12-21 22:31,2024-08-22 10:08
4832.01,186470968,PC,08h50m43.82s,132.682582,-34d46m58.55s,-34.782931,-32.874,-21.244,2459990.29,2.7805098,1.547,15800,8.80341,48.6261,735,13.7028,256.922,3949,4.59,0.68,2021-12-21 22:31,2024-12-02 12:03
4833.01,176442805,PC,08h47m35.49s,131.897866,-21d51m33.61s,-21.859336,-8.723,3.797,2459278.577,3.6520005,3.638,4590,12.1216,1753.41,1802,12.2709,878.599,7194,4.19,1.69,2021-12-21 22:31,2024-08-22 10:08
4834.01,77550515,PC,09h29m36.97s,142.40406,-00d59m33.37s,-0.992604,-5.699,11.469,2459275.262,3.118166,2.285,5150,8.60632,273.914,1133,13.0519,537.158,5218.8,4.27,1.15,2021-12-21 22:31,2024-08-22 10:08
4835.01,434428836,PC,09h17m23.21s,139.346697,-20d55m24.08s,-20.923355,2.831,-14.522,2459278.923,5.1953991,3.032,4920,13.6454,343.068,1198,13.0341,1068.04,6047,3.97,1.82,2021-12-21 22:31,2024-08-22 10:08
4836.01,231559817,PC,08h30m45.71s,127.690441,-27d24m29.66s,-27.408239,-5.5,0.5,2459965.745,5.1035091,3.7190896,3718.472272,13.7067,296.8457469,1058.650135,11.031,790.152,8086,4.1,2.07,2021-12-21 22:31,2024-09-07 10:08
4837.01,19612445,PC,09h19m28.84s,139.870171,-32d17m51.09s,-32.297525,-10.1,1.2,2459991.373,4.4644761,1.185,1690,8.09695,136.451,,10.5378,353.288,7013,,1.7,2021-12-21 22:31,2024-08-22 10:08
4838.01,374200604,FP,10h32m17.63s,158.073445,+02d14m16.24s,2.237845,-1.109,-19.544,2459525.795,0.760019,0.638738,1865.588652,7.2902589,9667.922808,2529.024538,11.869,515.491,5690.2,4,1.65999,2021-12-21 22:31,2025-09-03 16:00
4839.01,38118291,PC,09h08m04.54s,137.018935,-28d54m57.79s,-28.916052,-10.36,5.276,2459273.978,13.3441946,4.743,3260,,58.1944,769,12.3907,,4866.9,,,2021-12-21 22:31,2024-08-22 10:08
484.01,427348923,FP,05h34m07.65s,83.531883,-00d12m27.94s,-0.207762,-25.016,20.026,2459196.648,4.728681,4.533,9990,8.96336,222.388,1075,11.6888,149.953,4425,4.57,0.9,2019-02-27 22:16,2021-10-29 12:59
4840.01,80029842,FP,08h04m55.77s,121.23238,-47d46m05.27s,-47.76813,-5.803,4.208,2459279.306,2.3992876,2.545,1180,4.05839,1543.44,1746,12.2896,502.28,6536,4.45,1.15,2021-12-21 22:31,2024-08-22 10:08
4841.01,453060368,PC,09h43m35.34s,145.897267,+00d36m54.1s,0.615029,-28.137,11.11,2459271.895,9.6284672,3.554,17990,11.9294,66.4905,795,12.7964,355.116,5388.3,4.53,0.88,2021-12-21 22:31,2024-08-22 10:08
4842.01,131034657,PC,07h49m53.17s,117.471528,-38d13m20.11s,-38.222254,-4.598,8.803,2459271.889,5.3374045,1.849,2780,16.5532,104.023,889,11.8379,696.792,5064.7,,3.01,2021-12-21 22:31,2024-08-22 10:08
4843.01,258051471,PC,08h26m46.71s,126.694615,-27d01m29.83s,-27.024954,-11.851,-0.144,2459970.5,8.3548746,3.253,4160,10.7025,205.555,1054,12.403,846.607,6643,4.16,1.63,2021-12-21 22:31,2024-08-22 10:08
4844.01,143994382,PC,07h56m41.94s,119.174735,-42d57m47.06s,-42.963073,-3.933,8.491,2459991.385,4.5425274,2.92,8670,11.925,818.029,1489,12.5368,686.445,7333,4.45,1.28,2021-12-21 22:31,2024-08-22 10:08
4845.01,26305150,PC,10h15m38.51s,153.910453,-09d19m28.87s,-9.324686,-7.323,-10.603,2459992.314,4.21909,4.9314032,3393.775248,12.0136223,1222.564355,1508.12619,12.749,850.137,5367,3.79,2.02385,2021-12-21 22:31,2023-10-02 16:02
4846.01,418971787,FP,08h01m59.36s,120.497337,-35d03m40.73s,-35.061315,7.589,1.303,2459277.893,1.0638184,3.191,3220,4.08617,4267.44,2251,13.0246,282.469,4963,4.63,0.73,2021-12-21 22:31,2024-08-22 10:08
4847.01,186541435,PC,08h51m14.35s,132.809802,-31d54m53.08s,-31.914744,-3.365,4.235,2459271.911,7.0465721,2.322,4760,,27.9177,640,12.3056,,4332.6,,,2021-12-21 22:31,2024-08-22 10:08
4848.01,134596619,PC,08h09m58.52s,122.493817,-37d04m22.85s,-37.073013,-3.081,5.271,2459966.24,3.7235407,2.1053503,8088.786102,18.0478848,2131.487051,1732.967525,13.0971,1097.3,7492,4.29,1.54879,2021-12-21 22:31,2024-09-06 10:08
4849.01,132534906,FP,07h59m05.26s,119.771898,-37d54m02.33s,-37.900646,1.578,20.622,2459277.979,3.0617364,1.947,6620,8.08218,583.235,1369,12.5874,483.182,6783,4.62,0.98,2021-12-21 22:31,2024-08-22 10:08
485.01,427352241,FP,05h34m29.52s,83.622986,-04d24m54.16s,-4.415044,-13.311,-30.295,2459198.438,1.2667147,1.712,1870,8.31491,3265.32,2105,9.9955,282.205,6084,4.28965,1.87,2019-02-22 14:51,2021-10-29 12:59
4850.01,332705008,PC,10h00m45.4s,150.189168,-14d50m04.89s,-14.834691,-15.948,-10.624,2459269.734,7.6778159,3.492,6370,17.73,680.523,1422,12.8901,643.481,5938,4.32,1.19,2021-12-21 22:31,2024-08-22 10:08
4851.01,60377863,PC,07h28m55.03s,112.229289,-44d08m23.18s,-44.139772,-16.087,81.461,2459278.825,21.6091483,6.112,320,2.134,103.508,888,9.4051,125.772,5967,4.36,1.15,2021-12-21 22:31,2024-08-22 10:08
4852.01,74712191,PC,09h11m10.83s,137.795138,-42d31m05.04s,-42.518066,-15.257,3.23,2459304.797,7.2307407,4.646,7940,13.364,1009.89,1570,11.8422,603.347,7747,4.39,1.43,2021-12-21 22:33,2024-08-22 10:08
4853.01,74530173,PC,09h10m31.63s,137.631803,-43d44m36.81s,-43.743559,-18.666,5.546,2459303.197,7.2333744,1.118,10550,9.46193,14.6012,544,13.2181,428.288,5508,4.53,0.89,2021-12-21 22:33,2024-08-22 10:08
4854.01,70780410,PC,10h07m37.53s,151.906378,-31d46m08.23s,-31.768952,-18.951,-6.353,2459991.882,3.9230475,2.559,4600,9.13123,336.151,1192,13.2372,722.239,5620,4.23,1.28,2021-12-21 22:33,2024-08-22 10:08
4855.01,44514807,PC,09h42m45.92s,145.691325,-39d47m12.4s,-39.786778,-7.519,5.087,2459290.956,7.5872202,1.826,4260,16.4426,76.4611,823,12.9514,1198.79,6419,3.86,2.21,2021-12-21 22:33,2024-08-22 10:08
4856.01,428685938,FP,12h00m55.54s,180.231429,-23d38m04.39s,-23.634554,-60.995,38.976,2460022.855,14.4896397,1.898,40070,7.558,1.21746,292,14.379,119.474,3376,4.87,0.35,2021-12-21 22:33,2024-08-22 10:08
4857.01,35972578,PC,09h56m58.18s,149.242428,-43d23m04.93s,-43.384703,-10.011,-14.029,2459304.812,1.8881146,2.761,9030,13.7957,2630.38,1995,13.1051,849.5,6309,4.23,1.42,2021-12-21 22:33,2024-08-22 10:08
4858.01,262499797,FP,07h19m31.23s,109.880143,-55d43m42.32s,-55.728421,54.385,-92.48,2459963.284,1.7509117,1.4130673,70067.10137,16.6835695,46.5314175,666.1259003,14.8083,193.977,3333,4.79,0.443812,2021-12-21 22:33,2025-02-06 12:03
4859.01,152467154,PC,11h27m11.67s,171.798638,-36d04m13.85s,-36.070515,-36.886,-21.174,2459291.243,7.1878971,3.321,11430,18.372,287.355,1147,13.1012,434.224,5144.9,4.4,0.97,2021-12-21 22:33,2024-08-22 10:08
486.01,260708537,CP,06h33m49.17s,98.454881,-58d31m30.12s,-58.525032,-404.351,795.85,2460745.137,1.7447002,1.066,162.6662766,0.5763782,107.262,896,9.36854,15.2142,3445,4.85243,0.426676,2019-05-07 17:42,2025-10-08 10:08
4860.01,335590096,CP,12h14m15.35s,183.563961,-13d10m29.43s,-13.174841,-177.244,-5.516,2459304.246,1.5229985,1.196,58060,8.99483,37.1159,687,13.7726,80.1423,3237,4.87,0.35,2021-12-21 22:33,2024-08-22 10:08
4861.01,71341774,PC,10h19m00.32s,154.751315,-35d41m02.01s,-35.683893,-5.189,3.053,2459299.869,3.4321678,5.115,1950,9.36413,2393.6,1948,12.3349,946.232,6176,3.82,2.22,2021-12-21 22:33,2024-08-22 10:08
4862.01,322807371,CP,11h34m51.57s,173.714867,-24d36m19.73s,-24.60548,23.791,-49.468,2459287.603,,5.513,10056,9.93012,172.857,1010,11.6707,238.377,5427.9,4.49,0.91,2021-12-21 22:33,2024-08-22 10:08
4863.01,143032776,PC,11h09m01.26s,167.255241,-10d11m17.92s,-10.188311,-56.414,8.383,2459289.282,12.4856615,2.538,67270,12.2535,3.28873,375,14.667,184.734,3473,4.78,0.45,2021-12-21 22:33,2024-08-22 10:08
4864.01,48274889,PC,09h52m15.56s,148.064823,-33d02m41.87s,-33.044965,8.389,-6.881,2459990.593,5.2410982,1.188,5660,9.54095,53.3051,752,13.0585,672.022,6119,4.4,1.12,2021-12-21 22:33,2024-08-22 10:08
4865.01,143059017,APC,11h11m36.77s,167.903229,-08d41m39.48s,-8.694301,23.301,-18.989,2459303.402,1.2655205,1.344,6380,11.3966,583.776,1369,13.4804,803.063,5243,4.1,1.41,2021-12-21 22:33,2024-08-22 10:08
4866.01,35758536,PC,09h55m49.78s,148.957422,-43d02m55.92s,-43.048866,-16.535,6.162,2459302.162,4.1059615,3.688,5250,9.32533,1015.01,1572,13.157,839.783,6524,4.32,1.32,2021-12-21 22:33,2024-08-22 10:08
4867.01,74484423,PC,09h09m54.16s,137.475656,-43d22m00.65s,-43.366847,-15.414,12.824,2459992.374,2.835273,4.249,3370,11.2429,5246.76,2371,12.959,948.787,6996,4.1,1.83,2021-12-21 22:33,2024-08-22 10:08
4868.01,362370757,PC,09h40m45.44s,145.189317,-49d48m56.4s,-49.815667,-8.341,5.657,2460014.7,3.5164369,3.119,6640,22.1885,227.514,1081,12.8007,,4395,,2.57,2021-12-21 22:33,2024-08-22 10:08
4869.01,71221700,PC,10h16m11.67s,154.048644,-29d58m34.86s,-29.976349,,,2460016.892,3.0978928,1.17,2740,,133.067,946,12.3918,536.765,5962,,,2021-12-21 22:33,2024-08-22 10:08
487.01,31852980,PC,03h30m09.73s,52.540546,-70d23m58.5s,-70.399584,,,2460180.156,24.3321088,5.27,500,,,,9.8542,,5450,4.40968,,2019-05-07 17:42,2026-01-31 16:00
487.02,31852980,PC,03h30m09.73s,52.540546,-70d23m58.5s,-70.399584,,,2460195.585,7.4144849,3.493,392,,220.138,1073,9.8542,,5450,4.40968,,2019-05-07 17:42,2023-11-16 16:02
4870.01,446135868,PC,09h49m43.14s,147.429759,-48d06m42.35s,-48.111763,-24.055,23.033,2459990.186,1.8119168,2.618,5510,8.20112,2335.94,1936,13.353,643.517,6146,4.54,0.96,2021-12-21 22:33,2025-07-09 16:00
4871.01,168158622,PC,10h12m42.79s,153.17829,-29d10m07.76s,-29.168821,-6.595,5.841,2459988.602,1.7687528,1.471,4140,19.8865,3371.36,2122,12.7595,853.761,6176,4.12,1.56,2021-12-21 22:33,2024-08-22 10:08
4872.01,310822679,PC,10h11m38.78s,152.911589,-48d12m21.29s,-48.205913,-7.473,3.439,2459302.454,1.7125104,3.465,1810,9.77984,12427.4,2941,12.6425,1670.56,7938,3.92,2.52,2021-12-21 22:33,2024-08-22 10:08
4873.01,228694725,APC,12h56m06.53s,194.027192,-26d12m15.27s,-26.204243,-24.526,-5.613,2459331.381,0.8313018,1.181,1770,6.57285,1906.13,1840,12.6116,516.417,5983,4.4,1.1,2021-12-21 22:36,2025-04-11 12:03
4874.01,463754499,PC,10h19m05.69s,154.773709,-58d46m29.53s,-58.77487,-4.964,1.163,2459331.968,2.2866856,2.881,3720,14.738,5350.8,2382,13.1088,1605.92,8277,3.98,2.41,2021-12-21 22:36,2024-08-22 10:08
4875.01,133512515,PC,10h00m05.34s,150.022254,-53d27m39.37s,-53.460937,-21.164,10.976,2459330.737,9.7929019,3.362,6100,10.6608,127.221,935,12.5502,651.686,6322,4.28,1.33,2021-12-21 22:36,2024-08-22 10:08
4876.01,458300989,PC,10h38m37.8s,159.657502,-56d35m35.54s,-56.593205,-12.033,13.504,2459328.15,4.1379542,4.739,2610,,,,12.5386,810.688,,,,2021-12-21 22:36,2024-08-22 10:08
4877.01,447054140,PC,10h26m38.97s,156.66238,-52d14m13.02s,-52.23695,-14.404,4.465,2459330.373,5.2220526,4.243,4850,12.0807,896.671,1524,12.2316,713.47,6718,4.15,1.67,2021-12-21 22:36,2024-08-22 10:08
4878.01,144155193,PC,12h34m10.63s,188.544304,-41d50m14.24s,-41.837289,-2.148,-3.501,2459330.772,4.728422,1.398,10770,13.0542,59.5611,773,13.4358,720.203,5655.8,4.29,1.18,2021-12-21 22:36,2024-08-22 10:08
4879.01,45465399,PC,08h42m34.56s,130.643983,-59d37m11.84s,-59.619955,-5.358,5.652,2459325.008,5.3763108,2.339,4040,9.71605,242.224,1099,13.3342,1071.24,6543,4.2,1.53,2021-12-21 22:36,2024-08-22 10:08
488.01,452866790,CP,08h02m22.47s,120.593607,+03d20m13.79s,3.337163,-403.168,-381.015,2458492.206,1.1979996,0.9682003,1150.31773,1.2107339,58.2602237,704.6326883,11.1972,27.3644,3332,4.91528,0.354529,2019-03-14 21:38,2024-02-15 10:08
4880.01,245099574,PC,13h12m01.03s,198.004287,-53d26m57.74s,-53.449373,9.727,-3.456,2459329.599,3.4717583,3.494,11480,15.0586,1172.33,1630,12.8382,717.786,6549,4.26,1.43,2021-12-21 22:36,2025-07-22 12:04
4881.01,359735804,PC,09h23m35.44s,140.897667,-61d52m48.96s,-61.880266,3.327,-3.345,2460015.73,4.4158835,4.663,3250,11.2662,647.404,1405,13.2953,977.09,5306,3.78,2.03,2021-12-21 22:36,2024-08-22 10:08
4882.01,458331312,PC,10h38m11.23s,159.546802,-54d34m44.61s,-54.579059,-22.062,8.013,2459329.594,4.4360402,2.438,7040,11.7883,410.649,1254,11.2673,408.748,6633,4.29,1.39,2021-12-21 22:36,2024-08-22 10:08
4883.01,446463666,PC,10h22m55.57s,155.731521,-50d10m38.76s,-50.177433,-13.236,5.468,2459328.308,4.4967355,4.218,6290,10.7052,1127.24,1614,12.9582,907.699,6534,4.2,1.53,2021-12-21 22:36,2024-08-22 10:08
4884.01,80681136,PC,11h03m33.26s,165.888577,-51d27m33.25s,-51.459236,-8.539,4.815,2460015.656,1.5300843,3.1055945,4193.6457,,1479.343021,1581.746825,13.351,1102,5951,,,2021-12-21 22:36,2024-09-08 10:08
4885.01,72504752,PC,12h30m51.1s,187.712917,-44d37m06.56s,-44.618489,-1.142,17.194,2459321.242,6.9392854,5.859,14590,,,,13.3328,691.779,,,,2021-12-21 22:36,2024-08-22 10:08
4886.01,457743020,FP,10h33m02.79s,158.261633,-57d16m53.42s,-57.281506,-12.973,3.519,2459327.582,3.251249,2.123,12040,19.6899,706.995,1436,12.9004,997.825,6951,4.18,1.66,2021-12-21 22:36,2025-04-30 12:03
4887.01,274911400,PC,09h58m12.7s,149.552915,-58d56m51.15s,-58.947542,-21.822,14.711,2459325.946,5.1873583,5.228,3850,12.2426,2667.28,2002,12.6039,983.925,7868,4.13,1.96,2021-12-21 22:36,2024-08-22 10:08
4888.01,309292963,PC,08h17m21.08s,124.337853,-60d01m51.51s,-60.030976,-4.98,7.402,2459319.76,9.4185437,4.259,2670,8.08768,223.026,1076,12.0728,595.898,6243,4.12,1.58,2021-12-21 22:36,2024-08-22 10:08
4889.01,441936163,PC,09h43m10s,145.791652,-56d25m18.32s,-56.421755,,,2460041.259,1.895234,0.868,2470,,24.4753,619,12.6063,,3525,,,2021-12-21 22:36,2024-08-22 10:08
489.01,455096220,KP,08h13m00.17s,123.250703,+04d47m13.3s,4.787029,-9.57,-7.348,2459250.846,3.6466612,3.9225178,8994.573664,13.2844134,999.6687505,1434.114341,11.8997,506.965,6096,4.21513,1.35672,2019-03-14 21:38,2021-12-01 16:02
4890.01,92004082,PC,11h28m15.79s,172.065775,-49d40m04.31s,-49.667865,-15.449,2.357,2460017.419,3.0471275,3.2974347,8595.287261,15.718004,2283.147948,1763.00386,11.6042,575.512,6823,4.19,1.60466,2021-12-21 22:36,2025-07-09 10:08
4891.01,458199018,PC,10h37m35.25s,159.396893,-56d44m36.65s,-56.743513,-2.904,1.373,2460016.76,2.4498012,3.9189168,12322.1183,,789.7959563,1352.067819,12.8844,1393.25,,,,2021-12-21 22:36,2024-01-18 10:08
4892.01,6010784,PC,12h55m46.24s,193.942675,-18d44m11.18s,-18.736439,-8.396,8.277,2459323.755,4.516649,3.654,6110,11.1801,509.073,1323,13.2078,849.685,5850,4.17,1.4,2021-12-21 22:36,2024-08-22 10:08
4893.01,441234277,PC,09h41m01.71s,145.257124,-57d22m44.49s,-57.379026,-9.255,-0.064,2460021.338,7.3262605,1.786,12150,,24.4878,619,12.6087,,4884.2,,,2021-12-21 22:36,2025-07-09 10:08
4894.01,469333534,PC,09h55m13.16s,148.804843,-57d19m56.88s,-57.332467,-10.074,-10.33,2459329.47,3.5611222,2.736,5240,12.6024,340.982,1197,13.4175,1092.05,5260,,1.76,2021-12-21 22:36,2024-08-22 10:08
4895.01,463365347,PC,10h14m55.11s,153.729627,-58d40m40.4s,-58.677888,-13.857,3.118,2459321.816,8.9641788,1.636,3510,11.2056,56.781,764,12.1122,638.197,6956,4.12,1.77,2021-12-21 22:36,2024-08-22 10:08
4896.01,438278301,PC,09h29m00.97s,142.254042,-58d51m46.23s,-58.862842,-11.153,11.298,2459322.429,5.1609259,4.411,4600,10.5964,1325.48,1680,12.554,837.932,7102,4.23,1.6,2021-12-21 22:36,2024-08-22 10:08
4897.01,81693792,PC,11h11m14.98s,167.812428,-50d05m19.96s,-50.088877,-18.116,6.289,2459329.757,4.3066915,2.149,7630,11.6239,313.657,1172,13.1546,781.614,6618,4.4,1.23,2021-12-21 22:36,2024-08-22 10:08
4898.01,124235800,PC,13h09m22s,197.341671,-32d49m46.03s,-32.829454,-116.636,-48.539,2459330.011,2.7652293,1.262,2390,3.48557,33.0144,667,11.9277,98.5958,3830,4.62,0.64,2021-12-21 22:36,2026-01-25 12:03
4899.01,376610581,PC,10h12m06.66s,153.027758,-61d27m43.54s,-61.462095,-4.888,1.416,2459331.215,2.3908076,3.28,6010,14.4175,3793.38,2186,12.4218,951.545,7228,4.15,1.77,2021-12-21 22:36,2024-08-22 10:08
490.01,455135327,KP,08h15m47.96s,123.949843,+05d50m12.72s,5.836867,-17.516,23.782,2458491.915,2.8106013,2.2499254,10912.67526,15.9952263,1467.957255,1578.694522,9.93908,213.985,6304,4.35913,1.34004,2019-03-14 21:38,2024-10-10 10:08
4900.01,425508314,PC,13h25m36.61s,201.402547,-38d42m22.22s,-38.706171,-10.287,-11.227,2459320.969,7.6650157,5.834,7190,14.8051,516.192,1327,13.1119,1026.01,6085,4.04,1.68,2021-12-21 22:36,2024-08-22 10:08
4901.01,107017977,PC,12h11m35.41s,182.897552,-31d43m06.34s,-31.718427,-22.992,-14.147,2459315.345,16.0462248,2.492,7300,10.789,14.0395,539,12.5306,454.749,5295.9,4.22,1.23,2021-12-21 22:36,2025-04-30 12:03
4902.01,358072664,FP,09h15m46.4s,138.943337,-60d17m30.67s,-60.291854,0.336,9.124,2459327.067,4.1934945,1.873,2710,9.49438,137.464,953,12.8989,727.548,5541,4.01,1.63,2021-12-21 22:36,2024-08-22 10:08
4903.01,457789844,PC,10h32m51.92s,158.216344,-59d52m49.48s,-59.880412,-6.974,-2.564,2459331.925,4.9142901,4.595,5270,12.5243,2462.94,1962,12.3934,854.029,8065,4.27,1.7,2021-12-21 22:36,2024-08-22 10:08
4904.01,464388115,PC,10h24m53.37s,156.222381,-56d57m01.72s,-56.950477,-5.923,2.609,2459331.41,2.4118274,1.722,9250,19.2999,2090.41,1883,12.5927,1470.83,8765,4.21,1.92,2021-12-21 22:36,2025-02-18 12:03
4905.01,463011281,PC,10h10m54.59s,152.727448,-56d10m57.34s,-56.182594,1.303,-6.21,2459311.217,11.1378464,1.622,5350,13.1836,18.3455,576,12.6595,852.832,5809,,1.56,2021-12-21 22:36,2025-07-22 12:04
4906.01,385459345,PC,09h11m57.51s,137.989614,-59d36m10.33s,-59.602869,-5.595,15.821,2459999.634,11.9768241,3.662,6760,8.81618,84.7541,845,13.3678,708.385,6059,4.41,1.09,2021-12-21 22:36,2024-08-22 10:08
4907.01,447585233,PC,10h30m41.4s,157.67248,-53d34m08.39s,-53.568998,,,2459329.177,3.3405202,2.693,3150,,361.948,1215,12.9489,604.385,5108.1,,,2021-12-21 22:36,2024-08-22 10:08
4908.01,356835341,PC,09h01m22.97s,135.345703,-63d33m44.44s,-63.562345,-9.363,10.164,2459311.08,19.7112002,5.452,4150,9.99929,104.142,889,13.2223,1076.25,6636,4.18,1.59,2021-12-21 22:36,2024-08-22 10:08
4909.01,272211398,PC,12h00m27.36s,180.114014,-47d14m38.18s,-47.243939,-4.8,-12.9,2459316.775,11.6484665,5.8782939,6183.967846,16.0778778,243.8397642,1007.849958,10.609,341.382,6496,4.64,1.99518,2021-12-21 22:36,2024-09-06 10:08
491.01,468987719,KP,08h35m42.17s,128.925689,+10d12m23.71s,10.206587,-9.051,-13.686,2460279.866,3.3326812,3.125,17008,14.4797,521.877,1331,12.7656,528.825,5645,4.37683,1.11,2019-03-14 21:38,2024-02-01 16:02
4910.01,303327435,PC,10h56m03.85s,164.016026,-54d16m49.7s,-54.280472,-26.163,9.192,2460018.634,5.506691,1.911388,16086.39908,14.6366494,204.5601687,964.5506052,13.467,544.636,5277,4.38,1.01161,2021-12-21 22:36,2024-09-06 10:08
4911.01,303814029,PC,10h58m04.77s,164.519868,-56d23m09.6s,-56.385999,-10.238,2.621,2459332.057,4.4573401,3.75,7447,13.5074,1527.79,1741,12.7706,999.139,7514,4.3,1.54,2021-12-21 22:36,2024-08-22 10:08
4912.01,219769290,PC,12h49m28.68s,192.36952,-23d04m34.38s,-23.076218,-20.187,15.548,2459327.883,7.4105517,1.856,10640,18.0468,111.176,904,13.346,508.676,5546,4.53,0.89,2021-12-21 22:36,2024-08-22 10:08
4913.01,72401290,PC,12h28m26.58s,187.110757,-46d04m22.46s,-46.072906,-19.402,-4.767,2459332.199,6.5430693,2.585,3820,4.75554,53.4345,753,12.3375,203.601,4689,4.55,0.76,2021-12-21 22:36,2024-08-22 10:08
4914.01,49254857,CP,13h38m10.24s,204.542672,-28d08m34.52s,-28.142921,-13.357,-15.313,2459317.273,10.5988743,1.638,12920,12.6054,18.1082,574,11.6629,299.89,5809.9,4.42,1.04,2021-12-21 22:36,2025-04-21 12:03
4915.01,440937096,PC,09h39m21.76s,144.840665,-55d17m38.9s,-55.29414,-7.607,5.045,2459991.53,3.3362143,2.121,2130,,,,11.7211,2147.14,,,,2021-12-21 22:36,2024-08-22 10:08
4916.01,454069765,KP,11h44m57.66s,176.240233,-38d08m22.98s,-38.139716,-21.126,-0.988,2459326.618,4.1197036,4.547,2690,9.06392,1047.58,1584,12.1137,647.595,5848.8,3.96,1.79,2021-12-21 22:36,2024-08-22 10:08
4917.01,317362389,PC,13h34m55.69s,203.73203,-64d49m48.21s,-64.830059,-8.615,-5.091,2459356.533,4.7738904,3.304,9170,13.3725,597.141,1377,11.1646,364.963,6681,4.33,1.35,2021-12-21 22:37,2024-08-22 10:08
4918.01,60859922,PC,14h06m53.48s,211.722845,-29d18m24.6s,-29.306832,1.228,-0.198,2459357.329,6.5329169,3.342,2860,7.59526,221.525,1074,12.0272,465.792,5698,4.15,1.39,2021-12-21 22:37,2024-08-22 10:08
4919.01,155419920,PC,15h33m32.65s,233.386032,-42d06m02.05s,-42.100569,3.85,-7.486,2459358.159,3.6470909,2.383,9420,16.5056,369.697,1221,12.9098,804.907,6050,4.09,1.58,2021-12-21 22:37,2024-08-22 10:08
492.01,17746821,KP,07h52m15.23s,118.063438,+12d08m21.65s,12.139347,6.736,-12.125,2458493.165,3.1220166,3.5718864,6304.917026,14.3229397,2108.436159,1728.263124,11.3155,515.458,6280,4.08133,1.72958,2019-03-14 21:38,2024-11-25 16:02
4920.01,132611413,PC,15h18m33.15s,229.63811,-51d16m55.24s,-51.282012,-6.228,-9.138,2459358.125,2.5245706,3.741,4820,13.3195,3197.52,2094,12.8127,832.199,6687,4.15,1.66,2021-12-21 22:37,2024-08-22 10:08
4921.01,404227343,PC,13h01m44.82s,195.436751,-52d35m30.2s,-52.591723,1.834,2.284,2459344.889,3.4975869,1.734,4500,13.5654,1161.69,,12.1004,677.488,6987,,1.69,2021-12-21 22:37,2024-08-22 10:08
4922.01,411943564,PC,12h39m17.82s,189.824242,-57d35m36.33s,-57.593424,-14.708,-12.125,2459359.886,7.5492321,5.259,6530,,251.146,1109,12.798,610.158,5295.2,,,2021-12-21 22:37,2024-08-22 10:08
4923.01,219181903,PC,06h07m25.64s,91.856826,-51d53m48.67s,-51.896853,23.47,-14.492,2459975.585,12.9175271,4.46,4615,9.95556,69.9889,805,12.2607,469.545,5501,4.17,1.34,2021-12-21 22:37,2024-12-05 16:02
4924.01,307099276,PC,11h58m05.88s,179.524506,-60d46m26.22s,-60.773949,-6.792,-0.833,2459359.002,3.1467665,3.359,5630,,3523.36,2146,13.0029,1196.03,8232,,,2021-12-21 22:37,2024-08-22 10:08
4925.01,399847887,PC,11h00m28.18s,165.117434,-67d52m20.46s,-67.872351,-5.332,-0.49,2460045.035,3.9511085,3.436472,13125.9567,15.9780798,833.9339122,1370.574535,13.484,883.572,5933,4.19,1.37614,2021-12-21 22:37,2025-07-09 10:08
4926.01,454828937,PC,11h48m02.76s,177.011518,-72d42m55.21s,-72.715335,-9.283,1.204,2460045.681,6.809144,6.35,1990,10.1542,1033.51,1579,12.29,880.334,6464,3.87,2.2,2021-12-21 22:37,2025-07-09 10:08
